||2005|0.0|0.0||0.0||125.0||13558.0|4282.0|89165.0|105210.0|25.0|14961.0|700.0|29158.0|0.0|73.0|80.0|11084.0|30791.0|4509.0|4600.0|14684.0|14231.0|4456.0|9520.0|100.0|11742.0|327.0|22574.0|1840.0|9573.0|305.0||0.0||337.0|0.0|0.0|||900.0|20995.0|200.0||309395.0|19340.0|345.0||103635.0|0.0|84923.0|597556.0||0.0|0.0||||0.0||||
||2006|0.0|0.0||0.0||125.0||5208.0|2985.0|70615.0|80230.0|50.0|16906.0|50.0|16888.0|0.0|1808.0|30.0|11524.0|21529.0|2437.0|3600.0|11280.0|13420.0|4316.0|7536.0|100.0|71225.0|431.0|15739.0|1820.0|9237.0|305.0||50.0||262.0|0.0|0.0|||285.0|10705.0|150.0||610495.0|63945.0|300.0||157657.0|0.0|100508.0|828416.0|||0.0||||0.0||||
||2007|0.0|0.0|0.0|0.0||485.0||4456.0|2085.0|35712.0|44198.0|860.0|15048.0|0.0|2597.0|0.0|2655.0|30.0|6625.0|11294.0|1412.0|3115.0|17325.0|22464.0|4035.0|6482.0|50.0|41335.0|434.0|21231.0|2165.0|11740.0|850.0||40.0||165.0|0.0|0.0|||5250.0|43325.0|160.0||229615.0|55270.0|260.0||340895.0|600.0|188301.0|1265785.0||0.0|0.0||||0.0||||
||2008|0.0|0.0|0.0|0.0|0.0|435.0||6153.0|6650.0|112299.0|65341.0|801.0|21644.0|90.0|2898.0|0.0|2655.0|40.0|5123.0|11158.0|415.0|9885.0|16981.0|26880.0|4230.0|6209.0|50.0|44506.0|433.0|15283.0|2015.0|15145.0|928.0||50.0||443.0|0.0|0.0|||4770.0|67710.0|145.0||235130.0|54364.0|240.0||942729.0|1075.0|192132.0|1719203.0||0.0|0.0||||0.0||||
||2009|0.0|0.0|0.0|0.0|0.0|665.0||7918.0|7890.0|112491.0|66183.0|751.0|25186.0|690.0|90063.0|0.0|4620.0|30.0|9683.0|10074.0|415.0|18450.0|17895.0|31864.0|5475.0|5645.0|110.0|44951.0|653.0|10549.0|2130.0|10865.0|1128.0||40.0||480.0|0.0|0.0|||4870.0|99030.0|170.0||208025.0|58658.0|90.0||915949.0|895.0|236686.0|1720467.0||0.0|0.0||||0.0||||
||2010|0.0|0.0|0.0|0.0|0.0|655.0||10900.0|8220.0|102881.0|55316.0|520.0|44580.0|1390.0|90260.0|0.0|7715.0|0.0|6973.0|8109.0|905.0|14331.0|15629.0|31882.0|5802.0|9586.0|330.0|39931.0|956.0|10198.0|4599.0|9465.0|805.0||80.0||265.0|0.0|0.0|||5005.0|121994.0|497.0||208785.0|60371.0|80.0||732657.0|1050.0|231160.0|4463492.0||0.0|0.0||||0.0||||
||2011|0.0|0.0|0.0|0.0|0.0|585.0||14880.0|6081.0|62205.0|28565.0|225.0|35688.0|1540.0|77770.0|0.0|6861.0|0.0|6965.0|7050.0|905.0|7631.0|23339.0|38219.0|4138.0|9066.0|330.0|34066.0|965.0|56410.0|3359.0|14000.0|970.0||90.0||220.0|0.0|0.0|||6800.0|136887.0|497.0||203235.0|63729.0|80.0||723081.0|750.0|249455.0|1550935.0||0.0|0.0||||0.0||||
||2012|0.0|0.0|0.0|0.0|0.0|515.0||15875.0|6076.0|61324.0|26400.0|180.0|32803.0|1484.0|76980.0|0.0|6706.0|0.0|6000.0|4560.0|605.0|7031.0|22428.0|36075.0|2688.0|8661.0|340.0|28526.0|890.0|49775.0|1984.0|13284.0|1170.0||85.0||225.0|0.0|0.0||0.0|6800.0|138321.0|192.0||176235.0|67105.0|80.0||534046.0|700.0|236930.0|5981211.0||0.0|0.0||||0.0||||
||2013|0.0|0.0|0.0|0.0|0.0|405.0||14544.0|5847.0|57521.0|29150.0|250.0|25324.0|1375.0|20816.0||3640.0|0.0|5770.0|3110.0|1195.0|5451.0|13983.0|33280.0|3430.0|13694.0|240.0|21836.0|1717.0|28635.0|1174.0|16013.0|666.0||50.0||260.0|0.0|0.0||0.0|14250.0|143008.0|187.0||27175.0|66640.0|226.0||208824.0|675.0|162951.0|8029766.0||0.0|0.0||||0.0||||
||2014|0.0|0.0|0.0|0.0||525.0||15303.0|5526.0|58870.0|19180.0|945.0|24485.0|2300.0|19240.0||4475.0|0.0|5410.0|2940.0|1205.0|6806.0|13376.0|30835.0|5109.0|5645.0|240.0|14446.0|1172.0|32652.0|1574.0|14850.0|965.0||60.0|0.0|225.0|0.0|0.0||0.0|15200.0|147302.0|102.0||13025.0|84380.0|100.0||202053.0|675.0|235422.0|1058206.0||0.0|0.0||||0.0||||
||2015|0.0|0.0|0.0|0.0||485.0||19093.0|5655.0|54560.0|23310.0|635.0|37410.0|2110.0|19115.0||5770.0|0.0|4230.0|2970.0|943.0|5331.0|11671.0|31080.0|5187.0|5253.0|180.0|15720.0|892.0|27006.0|1534.0|12045.0|716.0||50.0|0.0|225.0|0.0|0.0||0.0|11600.0|155172.0|162.0||10500.0|85280.0|600.0||194008.0|675.0|240709.0|1133168.0||0.0|0.0||||0.0||||
||2016|0.0|0.0|0.0|0.0||500.0||18235.0|4571.0|37405.0|23530.0|218.0|37000.0|1940.0|18892.0||5370.0|55.0|4050.0|2435.0|595.0|5181.0|10934.0|28760.0|4487.0|6470.0|160.0|12750.0|757.0|24251.0|1294.0|11437.0|755.0||77.0|54.0|235.0|0.0|0.0||0.0|11472.0|146131.0|112.0||8515.0|87075.0|590.0||144503.0|782.0|227084.0|1058808.0||0.0|0.0||||0.0||||
||2017|0.0|0.0|0.0|0.0||440.0|0.0|14365.0|3240.0|35045.0|21735.0|325.0|23345.0|1715.0|22060.0||8087.0|265.0|3380.0|1845.0|775.0|4380.0|10348.0|22441.0|3977.0|7270.0|90.0|8390.0|637.0|22170.0|930.0|9552.0|771.0||65.0|149.0|885.0|0.0|0.0||0.0|10378.0|129757.0|242.0||6513.0|82050.0|2492.0||115941.0|582.0|200278.0|1019157.0||0.0|0.0||||0.0||||
||2018|0.0|0.0|0.0|0.0||265.0|0.0|13745.0|3242.0|44709.0|21265.0|375.0|22307.0|1630.0|22160.0||7427.0|278.0|3310.0|3060.0|945.0|4480.0|9987.0|24857.0|4199.0|6646.0|90.0|8285.0|637.0|22026.0|990.0|10125.0|625.0||73.0|230.0|460.0|0.0|0.0||0.0|10282.0|129101.0|252.0|522.0|2265.0|85892.0|1408.0||103741.0|1025.0|192652.0|1026783.0||0.0|0.0||||0.0|||0.0|
||2019|0.0|0.0|0.0|0.0||1050.0|0.0|14487.0|3582.0|48447.0|101300.0|220.0|27432.0|1587.0|21398.0||7008.0|523.0|3218.0|2100.0|980.0|4970.0|9677.0|23498.0|5133.0|6460.0|93.0|7532.0|692.0|21020.0|2192.0|9514.0|712.0||88.0|330.0|428.0|0.0|0.0||0.0|11428.0|137661.0|252.0|542.0|2298.0|89192.0|1473.0||93048.0|1058.0|249046.0|978772.0||0.0|0.0||||0.0|||0.0|
||2020|0.0|0.0|0.0|0.0||4103.0|0.0|21031.0|4084.0|63067.0|103795.0|476.0|25455.0|2035.0|21330.0||8000.0|603.0|5741.0|4630.0|979.0|5278.0|4788.0|20858.0|6282.0|5194.0|118.0|7786.0|822.0|18573.0|1778.0|87943.0|912.0||137.0|1270.0|1052.0|0.0|0.0||0.0|11403.0|120588.0|538.0|527.0|8990.0|90509.0|1550.0||80616.0|1351.0|266195.0|1117198.0||0.0|0.0||||0.0||0.0|0.0|
||2021|0.0|0.0|0.0|0.0|0.0|8197.0|0.0|24377.0|4381.0|87712.0|103101.0|446.0|23870.0|2079.0|21417.0||7756.0|515.0|5191.0|4319.0|929.0|5160.0|4645.0|22893.0|6910.0|6005.0|127.0|7108.0|1252.0|18373.0|1772.0|87276.0|948.0||85.0|900.0|1745.0|0.0|0.0||0.0|11428.0|119581.0|658.0|140.0|8977.0|88012.0|2523.0||80416.0|2185.0|308670.0|4136313.0||0.0|0.0||||0.0||0.0|0.0|
|Muş-49|2004|0.0||||||||||||||||||2840.0|4230.0|3580.0||11420.0|11000.0||2150.0||2180.0|4750.0|1080.0||2250.0|||50.0|||||||55.0|||||1000.0|||||||||||||||||
||2005|0.0||||||||||||||||||2475.0|3910.0|3560.0||6150.0|7420.0||1320.0||1830.0|3550.0|555.0||2190.0|||50.0|||||||55.0|||||1300.0|||||||||||||||||
||2006|0.0||||||||||||||||||2235.0|3900.0|3550.0||5350.0|5220.0||850.0||1490.0|2550.0|425.0||2180.0||||||||||40.0|||||1200.0|||||||||||||||||
||2007|0.0||||||||||||||||||2260.0|3700.0|3600.0||6100.0|5270.0||650.0||1490.0|2300.0|675.0||2180.0|||||||0.0|||41.0|||||1200.0|||||||||||||||||
||2008|0.0||||||||||||||||||2255.0|3593.0|3414.0||5953.0|5055.0||600.0||1430.0|2077.0|450.0||2155.0|||||||0.0|||41.0|||||1130.0|||||||||||||||||
||2009|0.0||||||||||||||||||2195.0|3650.0|3500.0||3930.0|3995.0||395.0||1325.0|1850.0|400.0||2180.0|||||||0.0|||31.0|||||1350.0|||||||||||||||||
||2010|0.0||||||||||||||||||2295.0|4200.0|3800.0||7730.0|5620.0||435.0||1465.0|1660.0|575.0||3600.0|||||||0.0|||31.0|||||8650.0|||||||||||||||||
||2011|0.0||||||||||||||||||2225.0|4130.0|3750.0||8400.0|5045.0||385.0||16055.0|1480.0|535.0||3550.0|||||||0.0|||31.0|||||8500.0|||||||||||||||||
||2012|0.0||||||||||||||||||2393.0|4100.0|3735.0||8223.0|4833.0||391.0||2051.0|1410.0|485.0||3551.0|||||||0.0|||31.0|||||5866.0|||||||||||||||||
||2013|0.0||||||||||||||||||4123.0|3950.0|3220.0||10610.0|4250.0||322.0||1957.0|1285.0|433.0||2428.0|||||||0.0|||105.0|||||5725.0|||||||||||||||||
||2014|0.0||||||||||||||||||3840.0|3540.0|2990.0||9950.0|3771.0||311.0||1746.0|1080.0|390.0||2381.0|||||||0.0|||75.0|||||5103.0|||||||||||||||||
||2015|0.0||||||||||||||||||3706.0|3545.0|2990.0||9950.0|3576.0||311.0||1746.0|1080.0|350.0||2321.0|||||||0.0|||75.0|||||5071.0|||||||||||||||||
||2016|0.0||||||||||||||||||16748.0|8868.0|8325.0||19600.0|18265.0||533.0||4686.0|980.0|361.0||2218.0|||||||0.0|||30.0|||||4394.0|||||||||||||||||
||2017|0.0||||||||||||||||||16648.0|8318.0|8168.0||19020.0|16995.0||481.0||13001.0|855.0|351.0||1570.0|||||||0.0|||34.0|||||25947.0|||||||||||||||||
||2018|0.0||||||||||||||||||16330.0|7963.0|7700.0||18796.0|16639.0||392.0||12624.0|743.0|332.0||1594.0|||||||0.0|||84.0|||||25449.0|||||||||||||||||
||2019|0.0||||||||||||||||||16195.0|7748.0|7543.0||18666.0|16460.0||326.0||17274.0|714.0|316.0||1534.0|||||||0.0|||84.0|||||30507.0|||||||||||||||||
||2020|0.0||||||||||||||||||15945.0|7563.0|7338.0||17276.0|16241.0||291.0||16450.0|700.0|366.0||1371.0|||||||0.0|||82.0|||||31565.0|||||||||||||||||
||2021|0.0||||||||||||||||||15723.0|7433.0|6895.0||17305.0|16358.0||265.0||3134.0|595.0|364.0||1316.0|||||||0.0|||77.0|||||31578.0|||||||||||||||||
|Nevşehir-50|2004|0.0||0.0|0.0|||||||||||||||9070.0|12000.0|2600.0|4374.0|18470.0|23288.0|4750.0|35490.0|19900.0|5787.0|13890.0|2745.0||13497.0|||3676.0||||0.0|||1098.0|2912.0||||5485.0||0.0||||||||0.0|||||||
||2005|0.0||0.0|0.0|||||||||||||||8680.0|12040.0|2600.0|4350.0|20635.0|24383.0|4720.0|35640.0|19850.0|7342.0|16390.0|3630.0||13487.0|||3250.0||||0.0|||3568.0|2892.0||||5385.0||0.0|||||||||||||||
||2006|0.0||0.0|0.0|||||||||||||||8525.0|11930.0|3775.0|4435.0|21035.0|24033.0|5035.0|36240.0|17450.0|7362.0|13940.0|4380.0||9187.0|||3150.0||||0.0|||3068.0|2580.0||||5405.0||0.0|||||||||||||||
||2007|0.0||0.0|0.0|||||||||||||||11790.0|15390.0|4230.0|4410.0|43955.0|23503.0|5010.0|23300.0|16000.0|14017.0|8850.0|4165.0||13107.0|||2900.0||||0.0|||918.0|2200.0||||13390.0||0.0|||||||||||||||
||2008|0.0||0.0|0.0|||||||||||||||13640.0|15690.0|5100.0|4300.0|19735.0|16753.0|5845.0|27515.0|15500.0|13667.0|7960.0|3675.0||12957.0|||2850.0||||0.0|||1188.0|1850.0||||14030.0||0.0|||||||||||||||
||2009|0.0||0.0|0.0|||||||||||||||11460.0|12520.0|4950.0|3450.0|11485.0|13180.0|4830.0|22985.0|14250.0|5610.0|7110.0|2910.0||9300.0|||3000.0||||0.0|||870.0|3900.0||||15815.0||0.0|||||||||||||||
||2010|0.0||0.0|0.0|||||||||||||||11390.0|11520.0|9360.0|2420.0|10990.0|12630.0|3820.0|22995.0|16800.0|9630.0|6285.0|2215.0||8880.0|||6200.0||||0.0|||820.0|13300.0|||200.0|17445.0||0.0|||||||||||||||
||2011|0.0||0.0|0.0|||||||||||||||13426.0|26123.0|12112.0|2801.0|41939.0|10963.0|3000.0|79647.0|18200.0|17535.0|4900.0|1685.0||8387.0|||5550.0||||0.0|||850.0|52732.0|||150.0|37565.0||0.0|||||||||||||||
||2012|0.0||0.0|0.0|||||||||||||||10866.0|25963.0|11882.0|2760.0|44809.0|10820.0|2400.0|77957.0|22400.0|18652.0|5640.0|1785.0||8320.0|||4240.0||||0.0|||960.0|68689.0|||40.0|42625.0||130.0||||||||||||||0.0|
||2013|0.0||0.0|0.0|||||||||||||||10513.0|27069.0|11759.0|2575.0|39790.0|10970.0|2250.0|66300.0|21838.0|18175.0|5414.0|1640.0||8115.0|||3910.0||||0.0|||925.0|69427.0|||40.0|44552.0||130.0||||||||||||||0.0|
||2014|0.0||0.0|0.0|||||||||||||||13537.0|26144.0|12040.0|2715.0|35100.0|10490.0|2614.0|69705.0|24032.0|17020.0|4495.0|1921.0||8720.0|||3415.0||||0.0|||945.0|72157.0|||40.0|51165.0||100.0||||||||0.0||||||0.0|
||2015|0.0||0.0|0.0|||||||||||||||13335.0|26339.0|13665.0|2515.0|39030.0|9930.0|2209.0|78655.0|29825.0|14820.0|5746.0|1800.0||8345.0|||3240.0||||0.0|||1046.0|66375.0|||400.0|52575.0||30.0||||||||0.0||||||0.0|
||2016|0.0||0.0|0.0|||||||||||||||12522.0|25639.0|12920.0|2260.0|36405.0|9395.0|4434.0|65820.0|27930.0|12411.0|4905.0|1755.0||6945.0|||2885.0||||0.0|||1050.0|72950.0|||0.0|56039.0||0.0||||||||0.0||||||0.0|
||2017|0.0||0.0|0.0|||||||||||||||13147.0|25748.0|13160.0|2490.0|40073.0|9295.0|4395.0|70483.0|27733.0|12296.0|4553.0|1787.0||7410.0|||2845.0||||0.0|||1052.0|70013.0|||0.0|57215.0||0.0||||||||||||||0.0|
||2018|0.0||0.0|0.0|||||||||||||||12510.0|23870.0|12160.0|2470.0|38672.0|10651.0|2780.0|71120.0|27606.0|11257.0|3731.0|1690.0||7025.0|||2447.0||||0.0|||1050.0|66006.0|||0.0|52916.0||0.0||||||||0.0||||||0.0|
||2019|0.0||0.0|0.0|||||||||||||||12380.0|23347.0|12075.0|2430.0|37532.0|11026.0|3045.0|68920.0|27295.0|11145.0|4310.0|1680.0||6790.0|||2390.0||||0.0|||1047.0|66314.0|||0.0|53272.0||0.0||||||||0.0||||||0.0|
||2020|0.0||0.0|0.0|||||||||||||||12035.0|22410.0|11695.0|2418.0|36954.0|10935.0|3528.0|68149.0|27075.0|10918.0|4190.0|1570.0|700.0|6635.0|||2267.0||||0.0|||1036.0|65729.0|||0.0|51312.0||0.0||||||||0.0||||||0.0|
||2021|0.0||0.0|0.0|||||||||||||||11935.0|22310.0|11701.0|2417.0|36696.0|10790.0|3528.0|68382.0|26828.0|35484.0|4170.0|1563.0|700.0|6621.0|||2215.0||||0.0|||1039.0|69964.0|||0.0|62092.0||0.0||||||||0.0||||||0.0|
|Niğde-51|2004|0.0||0.0|0.0|||||||||||||||177885.0|221451.0|430582.0|30621.0|103137.0|33910.0|1320.0|34718.0|6701.0|482827.0|24162.0|49014.0|10008.0|10886.0|||254.0||||0.0|||4332.0|5346.0||||10036.0|||||||||||||||||
||2005|0.0||0.0|0.0|||||||||||||||193860.0|238062.0|331958.0|45222.0|175350.0|34014.0|1281.0|34743.0|6537.0|514618.0|22981.0|48378.0|9401.0|11116.0|||365.0||||0.0|||4273.0|5295.0||||10410.0|||||||||||||||||
||2006|0.0||0.0|0.0|||||||||||||||188075.0|232168.0|386745.0|42072.0|798775.0|33743.0|1421.0|37038.0|6732.0|527356.0|22622.0|46251.0|16762.0|10902.0|||360.0||||0.0|||4163.0|5199.0||||10385.0|||||||||||||||||
||2007|0.0||0.0|0.0|||||||||||||||190200.0|260973.0|384495.0|48734.0|912823.0|33592.0|1388.0|35979.0|6684.0|548466.0|22154.0|46451.0|18043.0|10735.0|||310.0||||0.0|||4148.0|5253.0||||10401.0|||||||||||||||||
||2008|0.0||0.0|0.0|||||||||||||||255121.0|303818.0|371435.0|49258.0|951144.0|31321.0|1174.0|40647.0|5625.0|560286.0|21859.0|46275.0|15933.0|14501.0|||155.0||||0.0|||3905.0|5056.0||||10420.0|||||||||||||||||
||2009|0.0||0.0|0.0|||||||||||||||247663.0|301248.0|344506.0|44414.0|993314.0|32265.0|1070.0|43922.0|5304.0|568156.0|19669.0|44980.0|14533.0|14070.0|||145.0||||0.0|||3826.0|5231.0||||10674.0|||||||||||||||||
||2010|0.0||0.0|0.0|||||||||||||||241389.0|312883.0|327881.0|54633.0|1065053.0|29489.0|1023.0|41298.0|4071.0|564426.0|17879.0|43795.0|13290.0|13570.0|||140.0||||0.0|||3783.0|12548.0||||14803.0|||||||||||||||||
||2011|0.0||0.0|0.0|||||||||||||||226259.0|310125.0|268500.0|66203.0|630143.0|29315.0|2530.0|39576.0|3786.0|556196.0|15490.0|38017.0|18645.0|12010.0|||135.0||||0.0|||2545.0|12526.0||||17077.0|||||||||||||||||
||2012|0.0||0.0|0.0|||||||||||||||213449.0|304695.0|251244.0|82363.0|718778.0|22114.0|2255.0|36636.0|3356.0|540566.0|13985.0|39092.0|20040.0|11060.0|||125.0||||0.0|||2138.0|8691.0||||23742.0|||||||||||||||||
||2013|0.0||0.0|0.0|||||||||||||||208125.0|305685.0|245244.0|86493.0|832798.0|21050.0|605.0|37700.0|2890.0|554886.0|14155.0|37313.0|22565.0|11098.0|||110.0||||0.0|||2078.0|9571.0||||23337.0|||||||||||||||||
||2014|0.0||0.0|0.0|||||||||||||||168065.0|254100.0|200124.0|64273.0|1726005.0|22910.0|80.0|30170.0|1500.0|525410.0|9860.0|32533.0|16425.0|9678.0|||0.0||||0.0|||820.0|8446.0||||32967.0|||||||||||||||||
||2015|0.0||0.0|0.0|||||||||||||||81175.0|90310.0|89950.0|40773.0|1566655.0|13970.0|10210.0|24810.0|100.0|410990.0|5660.0|21545.0|24500.0|18598.0|||30.0||||0.0|||420.0|6126.0||||32517.0|||||||||||||||||
||2016|0.0||0.0|0.0|||||||||||||||91200.0|108610.0|80780.0|51500.0|2029830.0|15120.0|10960.0|22650.0|0.0|451060.0|4200.0|18675.0|22320.0|15338.0|||0.0||||0.0|||420.0|5900.0||||30895.0||||||||||||||||0.0|
||2017|0.0||0.0|0.0|||||||||||||||73503.0|105130.0|68333.0|53160.0|1666480.0|19603.0|11260.0|19307.0|0.0|390040.0|5250.0|15642.0|23560.0|13763.0|||0.0||||0.0|||420.0|9560.0||||32525.0|||||||||||||||||
||2018|0.0||0.0|0.0|||||||||||||||58850.0|83160.0|55340.0|43260.0|969930.0|22485.0|9610.0|17894.0|0.0|393200.0|4950.0|12794.0|22170.0|19776.0|||0.0||||0.0|||320.0|9260.0||||47185.0|||||||||||||||||
||2019|0.0||0.0|0.0|||||||||||||||49880.0|71805.0|48568.0|36360.0|1604330.0|25492.0|7670.0|16074.0|0.0|353000.0|6700.0|27200.0|20110.0|20175.0|||0.0||||0.0|||300.0|11520.0||||43675.0|||||||||||||||||
||2020|0.0||0.0|0.0|||||||||||||||29458.0|51456.0|36662.0|23238.0|1517700.0|18824.0|6480.0|12553.0|0.0|318600.0|5350.0|22100.0|16132.0|16120.0|||0.0||||0.0|||200.0|13146.0||||45066.0|||||||||||||||||
||2021|0.0||0.0|0.0|||||||||||||||23900.0|41610.0|31630.0|28270.0|1520680.0|13990.0|5360.0|10250.0|0.0|250900.0|4600.0|17650.0|14100.0|12850.0|||0.0||||0.0|||200.0|12280.0||||54885.0|||||||||||||||||
|Ordu-52|2004||||||||3075.0||700.0|||1180.0|1750.0|800.0||300.0||25.0|25.0|||33486.0|27800.0|2700.0|||13260.0|59300.0|760.0||8330.0|60.0|150.0|||60750.0||0.0|||4400.0||9070.0|0.0||44560.0||1770.0|445.0|1965.0|590.0||0.0||||||||||
||2005||||||||4250.0||1400.0||250.0|1060.0|2600.0|||3800.0||0.0|0.0|100.0||31400.0|25850.0|2810.0|||11300.0|43970.0|700.0||7450.0|2950.0|250.0|||45700.0||0.0|||4450.0||6400.0|0.0||44770.0||1650.0|230.0|1950.0|540.0||0.0||||||||||
||2006||||||||4500.0||2600.0||280.0|710.0|2550.0|||4650.0||320.0|0.0|||28300.0|22900.0|2270.0|||11880.0|43810.0|1140.0||8700.0|200.0|150.0|||45462.0||0.0|||4450.0||5850.0|0.0||47600.0||1855.0|250.0|1490.0|320.0||0.0||||||||||
||2007|0.0|||||||4850.0||550.0|160.0|200.0|820.0|3300.0|||3700.0||4265.0|1635.0|0.0|200.0|24500.0|22870.0|2250.0|||11670.0|3510.0|840.0||7780.0|260.0|1200.0|||25719.0||0.0|||3900.0||6750.0|5626600.0||55032.0||2250.0|250.0|1550.0|320.0||0.0||||||||||
||2008|0.0|||||||3970.0||450.0|140.0|150.0|830.0|2350.0|||3550.0||5400.0|3033.0|0.0|1300.0|23365.0|22000.0|2590.0|||12175.0|3513.0|750.0||7455.0|460.0|1200.0|||32560.0||0.0|||3965.0||5910.0|3680600.0||52792.0||2240.0|1065.0|1630.0|270.0||0.0||||||||||
||2009|0.0|||||||5720.0||965.0|300.0|100.0|780.0|4000.0|||3550.0||4125.0|3380.0||6130.0|20678.0|20710.0|4759.0|||13570.0|5610.0|630.0||8000.0|150.0|1000.0|||37410.0||0.0|||5105.0||6690.0|1.183223E7||54717.0||2030.0|275.0|1800.0|260.0||0.0||||||||||
||2010||||||||3350.0||400.0|300.0|100.0|480.0|3000.0|||3350.0||2890.0|1440.0||4850.0|20925.0|20660.0|1886.0|||11535.0|1160.0|370.0||5170.0|50.0|1000.0|||35310.0||0.0|||3370.0||4580.0|422121.0||55417.0||1085.0|255.0|990.0|210.0||0.0||||||||||
||2011||||||||3450.0||400.0|300.0|100.0|480.0|3000.0|||3400.0||2890.0|1540.0||4950.0|20675.0|19560.0|1641.0|||11385.0|1360.0|520.0||4520.0|50.0|750.0|||37075.0||0.0|||3420.0||4680.0|296245.0||54690.0||835.0|270.0|1165.0|1210.0||0.0||||||||||
||2012||||||||3230.0||400.0|300.0|90.0|480.0|2550.0|||3400.0||800.0|875.0||3050.0|17075.0|17835.0|1378.0|||6860.0|880.0|520.0||3945.0|30.0|500.0|||26444.0||0.0|||2870.0||3580.0|256245.0||42830.0||620.0|270.0|1000.0|1200.0||0.0||||||||||
||2013||||||||2880.0||300.0|50.0|0.0|380.0|820.0|||2800.0||680.0|770.0||1870.0|16935.0|15770.0|1363.0|||5555.0|680.0|450.0||3950.0|0.0|500.0|||29601.0||0.0|||2600.0||1455.0|61500.0||37914.0||710.0|280.0|1190.0|1250.0||0.0||||||||||
||2014||||||||2680.0||300.0|20.0||380.0|620.0|||1300.0||480.0|545.0||1870.0|14785.0|15120.0|1330.0|||4395.0|630.0|450.0||4250.0|0.0|525.0|||22748.0||0.0|||2300.0||1255.0|62500.0||55079.0||760.0|280.0|1040.0|1200.0||0.0||||||||||
||2015||||||||2680.0||300.0|0.0||380.0|410.0|||1300.0||380.0|445.0||1870.0|13700.0|15000.0|1350.0|||4475.0|630.0|450.0||4350.0|0.0|550.0|||23378.0||0.0|||2290.0||1130.0|42500.0||46815.0||860.0|280.0|1065.0|1200.0||0.0||||||||||
||2016||||||||1930.0||200.0|0.0||360.0|175.0|||1025.0||270.0|528.0||1695.0|11395.0|13888.0|1020.0|||4315.0|425.0|250.0||3730.0|0.0|430.0|||17038.0||0.0|||1510.0||685.0|96715.0||26478.0||905.0|190.0|955.0|600.0||0.0||||||||||
||2017||||||||1920.0||190.0|0.0||330.0|100.0|||1000.0||235.0|460.0||660.0|10275.0|12815.0|1040.0|||4285.0|510.0|290.0||3670.0|0.0|440.0|||15583.0||0.0|||1415.0||640.0|85130.0||31797.0||900.0|170.0|975.0|463.0||0.0||||||||||
||2018||||||||1920.0||190.0|0.0||330.0|100.0|||1000.0||235.0|460.0||660.0|10185.0|12825.0|1050.0|||4555.0|510.0|290.0||3720.0|0.0|440.0|||15195.0||0.0|||1435.0||640.0|103700.0||32107.0||900.0|170.0|6435.0|553.0||0.0||||||||||
||2019||||||||1940.0||190.0|0.0||330.0|50.0|||1050.0||215.0|470.0||680.0|10420.0|12625.0|1065.0|||4485.0|520.0|270.0||3795.0|0.0|440.0|||24530.0||0.0|||1485.0||620.0|106700.0||35949.0||900.0|180.0|6450.0|553.0||0.0||||||||||
||2020||||||||1945.0||190.0|0.0||330.0|60.0|||1050.0||235.0|470.0||680.0|10380.0|12585.0|1015.0|||4445.0|510.0|270.0||3805.0|0.0|440.0|||26258.0||0.0|0.0||1490.0||1270.0|100575.0||36217.0||870.0|180.0|6920.0|450.0||0.0||||||||||
||2021|0.0|||||||1945.0||190.0|0.0||330.0|60.0|||1050.0||225.0|470.0||680.0|10390.0|12420.0|975.0|||4365.0|510.0|270.0||3735.0|0.0|360.0||450.0|50398.0|0.0|0.0|0.0|0.0|1440.0||1275.0|34500.0||39061.0||850.0|180.0|11209.0|450.0||0.0||||||||||
|Osmaniye-80|2004|0.0|||||||3450.0|0.0|6720.0|5077.0|1000.0|4430.0|32166.0|5090.0|640.0|1700.0|0.0|295.0|6630.0|0.0||1650.0|3277.0|325.0|19940.0|100.0|31964.0|4395.0|7200.0||3275.0|513.0||||||0.0|||4750.0|||||14015.0|||4550.0|4710.0|163412.0|227843.0|||||||||||
||2005|0.0|||||||3450.0|400.0|6120.0|6800.0|1000.0|3910.0|32166.0|5090.0|640.0|1700.0|0.0||4010.0|0.0||2150.0|3177.0|445.0|20540.0|100.0|40820.0|2925.0|8050.0|270.0|6155.0|350.0|0.0|||||0.0|||4750.0|||||14215.0|||4510.0|3210.0|161200.0|343415.0||0.0|||||||||
||2006|0.0|||||||3350.0|4040.0|5580.0|5380.0|1700.0|5560.0|8200.0|800.0|600.0|2550.0|0.0|445.0|19735.0|0.0||1050.0|3425.0|1175.0|12000.0|100.0|76545.0|2570.0|6550.0|360.0|4090.0|350.0|0.0|||||0.0|||4950.0|||||13350.0|||6500.0|3310.0|770879.0|509085.0|||||||||||
||2007|0.0|||0.0||||4160.0|50.0|2130.0|13780.0|1100.0|8385.0|8100.0|800.0|1600.0|5475.0|0.0|1495.0|27485.0|0.0||2748.0|7045.0|225.0|7787.0|130.0|64108.0|1670.0|8034.0|0.0|3090.0|550.0|0.0|||||0.0|||4805.0|7050.0||200.0||6920.0|||88762.0|3620.0|431579.0|794310.0|||||||||||
